INFO 2025-06-15 09:33:46,846 autoreload 21127 8681377600 Watching for file changes with StatReloader
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 977, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/loader_tags.py", line 159, in render
    return compiled_parent._render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 163, in _render
    return self.nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 1016, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 977, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/loader_tags.py", line 65, in render
    result = block.nodelist.render(context)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 1016, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 977, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/loader_tags.py", line 199, in render
    template = context.template.engine.select_template(template_name)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/engine.py", line 208, in select_template
    return self.get_template(template_name)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/engine.py", line 177, in get_template
    template, origin = self.find_template(template_name)
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/engine.py", line 159, in find_template
    template = loader.get_template(name, skip=skip)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/loaders/cached.py", line 57, in get_template
    template = super().get_template(template_name, skip)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/loaders/base.py", line 28, in get_template
    return Template(
           ^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 154, in __init__
    self.nodelist = self.compile_nodelist()
                    ^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 196, in compile_nodelist
    nodelist = parser.parse()
               ^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 518, in parse
    raise self.error(token, e)
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 516, in parse
    compiled_result = compile_func(self, token)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/defaulttags.py", line 862, in do_for
    nodelist_loop = parser.parse(
                    ^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 518, in parse
    raise self.error(token, e)
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 516, in parse
    compiled_result = compile_func(self, token)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/defaulttags.py", line 862, in do_for
    nodelist_loop = parser.parse(
                    ^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 518, in parse
    raise self.error(token, e)
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 516, in parse
    compiled_result = compile_func(self, token)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/defaulttags.py", line 1531, in do_with
    extra_context = token_kwargs(remaining_bits, parser, support_legacy=True)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 1127, in token_kwargs
    kwargs[key] = parser.compile_filter(value)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 609, in compile_filter
    return FilterExpression(token, self)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 705, in __init__
    filter_func = parser.find_filter(filter_name)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/venv/lib/python3.12/site-packages/django/template/base.py", line 615, in find_filter
    raise TemplateSyntaxError("Invalid filter: '%s'" % filter_name)
django.template.exceptions.TemplateSyntaxError: Invalid filter: 'cell_key'
ERROR 2025-07-10 06:07:19,215 basehttp 5309 6155251712 "GET /projects/1/ HTTP/1.1" 500 27610
WARNING 2025-07-10 06:07:19,233 log 5309 6155251712 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-07-10 06:07:19,233 basehttp 5309 6155251712 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 1610
INFO 2025-07-10 06:08:16,668 basehttp 5309 6155251712 "GET /projects/1/ HTTP/1.1" 200 12290
WARNING 2025-07-10 06:08:16,694 log 5309 6155251712 Not Found: /.well-known/appspecific/com.chrome.devtools.json
INFO 2025-07-10 06:08:16,696 basehttp 5309 6172078080 "GET /static/css/output.css HTTP/1.1" 304 0
INFO 2025-07-10 06:08:16,696 basehttp 5309 6188904448 "GET /static/css/non-tailwind/non-tailwind.css HTTP/1.1" 304 0
WARNING 2025-07-10 06:08:16,697 basehttp 5309 6155251712 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 1596
INFO 2025-07-10 06:08:16,700 basehttp 5309 6205730816 "GET /static/js/general/general.min.js HTTP/1.1" 200 11131
INFO 2025-07-10 06:08:16,702 basehttp 5309 6222557184 "GET /static/js/grid/grid_mobile.js HTTP/1.1" 200 24769
INFO 2025-07-10 06:08:58,882 autoreload 5309 8812158720 /Users/tombarratt/Desktop/Coding_Projects/toad/pages/templatetags/custom_filters.py changed, reloading.
INFO 2025-07-10 06:08:59,168 autoreload 5349 8812158720 Watching for file changes with StatReloader
INFO 2025-07-10 06:09:14,921 basehttp 5349 6159822848 "GET /projects/1/ HTTP/1.1" 200 8317
INFO 2025-07-10 06:09:14,937 basehttp 5349 6159822848 "GET /static/js/general/general.min.js HTTP/1.1" 304 0
INFO 2025-07-10 06:09:14,940 basehttp 5349 6176649216 "GET /static/js/grid/grid_mobile.js HTTP/1.1" 304 0
WARNING 2025-07-10 06:09:14,967 log 5349 6193475584 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-07-10 06:09:14,968 basehttp 5349 6193475584 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 1655
INFO 2025-07-10 06:09:45,785 autoreload 5792 8812158720 Watching for file changes with StatReloader
INFO 2025-07-10 06:09:52,571 basehttp 5792 6204321792 "GET /projects/1/ HTTP/1.1" 200 8275
WARNING 2025-07-10 06:09:52,631 log 5792 6271627264 Not Found: /.well-known/appspecific/com.chrome.devtools.json
INFO 2025-07-10 06:09:52,634 basehttp 5792 6237974528 "GET /static/js/general/general.min.js HTTP/1.1" 200 11131
WARNING 2025-07-10 06:09:52,636 basehttp 5792 6271627264 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 1642
INFO 2025-07-10 06:09:52,637 basehttp 5792 6254800896 "GET /static/js/grid/grid_mobile.js HTTP/1.1" 200 24769
INFO 2025-07-10 06:09:52,638 basehttp 5792 6221148160 "GET /static/css/non-tailwind/non-tailwind.css HTTP/1.1" 200 32871
INFO 2025-07-10 06:09:52,638 basehttp 5792 6204321792 "GET /static/css/output.css HTTP/1.1" 200 62940
INFO 2025-07-10 06:24:18,555 basehttp 5792 6204321792 "GET /projects/1/ HTTP/1.1" 200 8285
INFO 2025-07-10 06:24:18,576 basehttp 5792 6204321792 "GET /static/css/output.css HTTP/1.1" 304 0
INFO 2025-07-10 06:24:18,577 basehttp 5792 6221148160 "GET /static/css/non-tailwind/non-tailwind.css HTTP/1.1" 304 0
INFO 2025-07-10 06:24:18,577 basehttp 5792 6237974528 "GET /static/js/general/general.min.js HTTP/1.1" 304 0
INFO 2025-07-10 06:24:18,578 basehttp 5792 6254800896 "GET /static/js/grid/grid_mobile.js HTTP/1.1" 304 0
WARNING 2025-07-10 06:24:18,591 log 5792 6254800896 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-07-10 06:24:18,592 basehttp 5792 6254800896 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 1577
INFO 2025-07-10 18:17:50,815 autoreload 2915 8709922560 Watching for file changes with StatReloader
INFO 2025-07-10 18:17:54,963 basehttp 2915 6132838400 "GET / HTTP/1.1" 200 3870
INFO 2025-07-10 18:17:54,980 basehttp 2915 6149664768 "GET /static/css/non-tailwind/non-tailwind.css HTTP/1.1" 304 0
INFO 2025-07-10 18:17:54,982 basehttp 2915 6166491136 "GET /static/js/general/general.min.js HTTP/1.1" 200 11131
INFO 2025-07-10 18:17:54,982 basehttp 2915 6132838400 "GET /static/css/output.css HTTP/1.1" 200 64900
INFO 2025-07-10 18:17:57,927 basehttp 2915 6132838400 "GET /projects/ HTTP/1.1" 200 3276
INFO 2025-07-10 18:17:57,945 basehttp 2915 6166491136 "GET /static/css/output.css HTTP/1.1" 304 0
INFO 2025-07-10 18:17:57,945 basehttp 2915 6132838400 "GET /static/js/general/general.min.js HTTP/1.1" 304 0
INFO 2025-07-10 18:17:59,618 basehttp 2915 6132838400 "GET /projects/1/ HTTP/1.1" 200 6522
INFO 2025-07-10 18:17:59,631 basehttp 2915 6149664768 "GET /static/js/general/general.min.js HTTP/1.1" 304 0
INFO 2025-07-10 18:17:59,632 basehttp 2915 6166491136 "GET /static/css/output.css HTTP/1.1" 304 0
INFO 2025-07-10 18:17:59,633 basehttp 2915 6132838400 "GET /static/js/grid/grid.min.js HTTP/1.1" 200 22733
INFO 2025-07-10 18:18:06,731 basehttp 2915 6132838400 "GET /static/css/output.css HTTP/1.1" 304 0
WARNING 2025-07-10 18:18:06,752 log 2915 6132838400 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-07-10 18:18:06,752 basehttp 2915 6132838400 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 1559
INFO 2025-07-10 18:18:09,174 basehttp 2915 6132838400 "GET /projects/1/ HTTP/1.1" 200 10531
INFO 2025-07-10 18:18:09,190 basehttp 2915 6132838400 "GET /static/css/output.css HTTP/1.1" 304 0
INFO 2025-07-10 18:18:09,193 basehttp 2915 6149664768 "GET /static/js/general/general.min.js HTTP/1.1" 304 0
INFO 2025-07-10 18:18:09,201 basehttp 2915 6132838400 "GET /static/js/grid/grid_mobile.js HTTP/1.1" 200 22168
WARNING 2025-07-10 18:18:09,202 log 2915 6166491136 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-07-10 18:18:09,202 basehttp 2915 6166491136 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 1576
INFO 2025-07-10 18:20:16,942 basehttp 2915 6166491136 "GET /projects/1/edit/ HTTP/1.1" 200 3076
INFO 2025-07-10 18:20:16,973 basehttp 2915 6149664768 "GET /static/js/general/general.min.js HTTP/1.1" 304 0
INFO 2025-07-10 18:20:16,974 basehttp 2915 6132838400 "GET /static/css/output.css HTTP/1.1" 304 0
WARNING 2025-07-10 18:20:16,976 log 2915 6166491136 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-07-10 18:20:16,976 basehttp 2915 6166491136 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 1569
INFO 2025-07-10 18:20:18,321 basehttp 2915 6166491136 "GET /projects/1/ HTTP/1.1" 200 10569
INFO 2025-07-10 18:20:18,346 basehttp 2915 6132838400 "GET /static/js/grid/grid_mobile.js HTTP/1.1" 304 0
WARNING 2025-07-10 18:20:18,349 log 2915 6166491136 Not Found: /.well-known/appspecific/com.chrome.devtools.json
WARNING 2025-07-10 18:20:18,349 basehttp 2915 6166491136 "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 1569
INFO 2025-07-10 18:21:39,881 autoreload 2915 8709922560 /Users/tombarratt/Desktop/Coding_Projects/toad/pages/specific_views/project_views.py changed, reloading.
INFO 2025-07-10 18:21:40,140 autoreload 2965 8709922560 Watching for file changes with StatReloader
INFO 2025-07-10 18:27:56,898 autoreload 3102 8709922560 Watching for file changes with StatReloader
INFO 2025-07-10 18:28:02,767 basehttp 3102 6205091840 "GET /projects/1/ HTTP/1.1" 200 9625
INFO 2025-07-10 18:28:02,785 basehttp 3102 6205091840 "GET /static/css/output.css HTTP/1.1" 304 0
INFO 2025-07-10 18:28:02,786 basehttp 3102 6221918208 "GET /static/js/general/general.min.js HTTP/1.1" 304 0
INFO 2025-07-10 18:28:02,786 basehttp 3102 6238744576 "GET /static/js/grid/grid.min.js HTTP/1.1" 304 0
INFO 2025-07-10 18:28:45,805 autoreload 3102 8709922560 /Users/tombarratt/Desktop/Coding_Projects/toad/pages/specific_views_functions/project_views_functions.py changed, reloading.
INFO 2025-07-10 18:28:45,994 autoreload 3119 8709922560 Watching for file changes with StatReloader
INFO 2025-07-10 18:29:08,145 basehttp 3119 6200881152 "GET /projects/1/ HTTP/1.1" 200 9563
INFO 2025-07-10 18:29:08,155 basehttp 3119 6200881152 "GET /static/css/output.css HTTP/1.1" 304 0
INFO 2025-07-10 18:29:08,156 basehttp 3119 6234533888 "GET /static/js/grid/grid.min.js HTTP/1.1" 304 0
INFO 2025-07-10 18:29:08,156 basehttp 3119 6217707520 "GET /static/js/general/general.min.js HTTP/1.1" 304 0
INFO 2025-07-10 18:29:16,474 autoreload 3230 8709922560 Watching for file changes with StatReloader
INFO 2025-07-10 18:29:18,508 basehttp 3230 6198439936 "GET /projects/1/ HTTP/1.1" 200 9544
INFO 2025-07-10 18:29:57,227 autoreload 3230 8709922560 /Users/tombarratt/Desktop/Coding_Projects/toad/pages/specific_views_functions/project_views_functions.py changed, reloading.
INFO 2025-07-10 18:29:57,417 autoreload 3242 8709922560 Watching for file changes with StatReloader
INFO 2025-07-10 18:30:10,712 autoreload 3242 8709922560 /Users/tombarratt/Desktop/Coding_Projects/toad/pages/specific_views/project_views.py changed, reloading.
INFO 2025-07-10 18:30:10,901 autoreload 3263 8709922560 Watching for file changes with StatReloader
INFO 2025-07-10 18:30:34,042 basehttp 3263 6126940160 "GET /projects/1/ HTTP/1.1" 200 9542
INFO 2025-07-10 18:30:34,053 basehttp 3263 6143766528 "GET /static/js/general/general.min.js HTTP/1.1" 304 0
INFO 2025-07-10 18:30:34,054 basehttp 3263 6126940160 "GET /static/css/output.css HTTP/1.1" 304 0
INFO 2025-07-10 18:30:34,054 basehttp 3263 6160592896 "GET /static/js/grid/grid.min.js HTTP/1.1" 304 0
INFO 2025-07-10 19:39:19,271 basehttp 3263 6126940160 "GET /projects/1/ HTTP/1.1" 200 9543
INFO 2025-07-10 19:39:19,294 basehttp 3263 6143766528 "GET /static/css/non-tailwind/non-tailwind.css HTTP/1.1" 304 0
INFO 2025-07-10 19:39:19,295 basehttp 3263 6126940160 "GET /static/css/output.css HTTP/1.1" 304 0
INFO 2025-07-10 19:39:19,296 basehttp 3263 6160592896 "GET /static/js/general/general.min.js HTTP/1.1" 304 0
INFO 2025-07-10 19:39:19,296 basehttp 3263 6177419264 "GET /static/js/grid/grid.min.js HTTP/1.1" 304 0
INFO 2025-07-10 19:41:56,110 autoreload 3263 8709922560 /Users/tombarratt/Desktop/Coding_Projects/toad/pages/specific_views/project_views.py changed, reloading.
INFO 2025-07-10 19:41:56,422 autoreload 3364 8709922560 Watching for file changes with StatReloader
INFO 2025-07-10 19:42:11,720 autoreload 3364 8709922560 /Users/tombarratt/Desktop/Coding_Projects/toad/pages/specific_views/project_views.py changed, reloading.
INFO 2025-07-10 19:42:11,989 autoreload 3386 8709922560 Watching for file changes with StatReloader
INFO 2025-07-10 19:42:34,381 autoreload 3386 8709922560 /Users/tombarratt/Desktop/Coding_Projects/toad/pages/specific_views/project_views.py changed, reloading.
INFO 2025-07-10 19:42:34,636 autoreload 3400 8709922560 Watching for file changes with StatReloader
INFO 2025-07-10 19:43:20,396 basehttp 3400 6138097664 "GET /projects/1/ HTTP/1.1" 200 9623
INFO 2025-07-10 19:43:50,898 autoreload 3815 8709922560 Watching for file changes with StatReloader
INFO 2025-07-10 19:43:53,534 basehttp 3815 6138277888 "GET /projects/3/ HTTP/1.1" 200 8815
INFO 2025-07-10 19:43:59,255 basehttp 3815 6138277888 "POST /projects/3/tasks/create/10/83/ HTTP/1.1" 200 1365
INFO 2025-07-10 19:44:01,038 basehttp 3815 6138277888 "POST /tasks/145/toggle/ HTTP/1.1" 200 79
INFO 2025-07-10 19:44:01,869 basehttp 3815 6138277888 "POST /tasks/145/toggle/ HTTP/1.1" 200 79
INFO 2025-07-10 19:44:04,583 basehttp 3815 6138277888 "GET /projects/1/ HTTP/1.1" 200 9602
INFO 2025-07-10 19:44:07,055 basehttp 3815 6138277888 "GET /projects/3/ HTTP/1.1" 200 8800
INFO 2025-07-10 19:44:09,260 basehttp 3815 6138277888 "GET /projects/1/ HTTP/1.1" 200 9585
INFO 2025-07-10 19:44:10,629 basehttp 3815 6138277888 "GET /projects/1/ HTTP/1.1" 200 9631
ERROR 2025-07-10 19:45:59,670 log 3815 6138277888 Internal Server Error: /projects/1/
Traceback (most recent call last):
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 23, in _wrapper_view
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/tombarratt/Desktop/Coding_Projects/toad/pages/specific_views/project_views.py", line 184, in project_grid_view
    return render(request, template_name, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/shortcuts.py", line 25, in render
    content = loader.render_to_string(template_name, context, request, using=using)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/loader.py", line 62, in render_to_string
    return template.render(context, request)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/backends/django.py", line 61, in render
    return self.template.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 171, in render
    return self._render(context)
           ^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 163, in _render
    return self.nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 1000, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 961, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/loader_tags.py", line 159, in render
    return compiled_parent._render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 163, in _render
    return self.nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 1000, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 961, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/loader_tags.py", line 65, in render
    result = block.nodelist.render(context)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 1000, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 961, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/loader_tags.py", line 199, in render
    template = context.template.engine.select_template(template_name)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/engine.py", line 208, in select_template
    return self.get_template(template_name)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/engine.py", line 177, in get_template
    template, origin = self.find_template(template_name)
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/engine.py", line 159, in find_template
    template = loader.get_template(name, skip=skip)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/loaders/cached.py", line 57, in get_template
    template = super().get_template(template_name, skip)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/loaders/base.py", line 28, in get_template
    return Template(
           ^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 154, in __init__
    self.nodelist = self.compile_nodelist()
                    ^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 196, in compile_nodelist
    return parser.parse()
           ^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 510, in parse
    raise self.error(token, e)
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 508, in parse
    compiled_result = compile_func(self, token)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/defaulttags.py", line 861, in do_for
    nodelist_loop = parser.parse(
                    ^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 510, in parse
    raise self.error(token, e)
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 508, in parse
    compiled_result = compile_func(self, token)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/defaulttags.py", line 861, in do_for
    nodelist_loop = parser.parse(
                    ^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 510, in parse
    raise self.error(token, e)
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 508, in parse
    compiled_result = compile_func(self, token)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/defaulttags.py", line 1490, in do_with
    extra_context = token_kwargs(remaining_bits, parser, support_legacy=True)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 1111, in token_kwargs
    kwargs[key] = parser.compile_filter(value)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 597, in compile_filter
    return FilterExpression(token, self)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/django/template/base.py", line 670, in __init__
    raise TemplateSyntaxError(
django.template.exceptions.TemplateSyntaxError: Could not parse some characters: |(row_h.pk||stringformat:"s")|add:"_"|add:(col_h.pk|stringformat:"s")
ERROR 2025-07-10 19:45:59,675 basehttp 3815 6138277888 "GET /projects/1/ HTTP/1.1" 500 27653
INFO 2025-07-10 19:45:59,721 basehttp 3815 6138277888 "GET /favicon.ico HTTP/1.1" 301 0
INFO 2025-07-10 19:45:59,726 basehttp 3815 6138277888 "GET /static/img/favicon.svg HTTP/1.1" 200 226
